ID TIME n private balances
4 1786984447.661 0 {} {}
4 1786984447.661 0 None {}
4 1786984447.661 5 None {'4': 0, '0': 0, '2': 0, '3': 0, '1': 0}
4 1786984447.661 6 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
4 1786984447.662 11 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
4 1786984447.662 14 None {'4': 4, '0': 0, '2': 0, '3': 4, '1': 0}
4 1786984447.662 19 None {'4': 6, '0': 0, '2': 0, '3': 4, '1': 0}
4 1786984447.662 23 None {'4': 6, '0': 0, '2': 4, '3': 4, '1': 0}
4 1786984447.662 24 None {'4': 6, '0': 0, '2': 7, '3': 4, '1': 0}
4 1786984447.662 25 None {'4': 6, '0': 0, '2': 7, '3': 4, '1': 0}
4 1786984447.662 30 None {'4': 6, '0': 0, '2': 7, '3': 4, '1': 0}
4 1786984447.662 33 None {'4': 6, '0': 0, '2': 11, '3': 4, '1': 0}
