ID TIME EVENT X Y XMIN XMAX YMIN YMAX
5 14.41 ENTER 0.91 1.056 -0.175 2.138 -0.175 2.138
5 141.456 EXIT 1.005 0.948 -0.175 2.138 -0.175 2.138
5 145.302 ENTER 0.941 1.03 -0.175 2.138 -0.175 2.138
5 166.61 EXIT 1.026 0.928 -0.175 2.138 -0.175 2.138
5 169.954 ENTER 0.965 1.001 -0.175 2.138 -0.175 2.138
5 193.539 EXIT 1.044 0.911 -0.175 2.138 -0.175 2.138
5 201.13 ENTER 0.946 1.02 -0.175 2.138 -0.175 2.138
5 230.857 EXIT 1.041 0.913 -0.175 2.138 -0.175 2.138
5 235.852 ENTER 0.989 0.978 -0.175 2.138 -0.175 2.138
5 269.238 EXIT 1.039 0.916 -0.175 2.138 -0.175 2.138
5 272.448 ENTER 1.02 0.943 -0.175 2.138 -0.175 2.138
