ID TIME n private balances
1 1787133991.771 0 {} {}
1 1787133991.771 0 {} {}
1 1787133991.771 1 None {'1': 0}
1 1787133991.771 2 None {'1': 0, '2': 0}
1 1787133991.771 3 None {'1': 0, '2': 0, '4': 0}
1 1787133991.771 4 None {'1': 0, '2': 0, '4': 0}
1 1787133991.771 5 None {'1': 0, '2': 0, '4': 0}
1 1787133991.771 6 None {'1': 0, '2': 0, '4': 0, '3': 0}
1 1787133991.771 7 None {'1': 0, '2': 0, '4': 0, '3': 0}
1 1787133991.771 8 None {'1': 0, '2': 0, '4': 0, '3': 0}
1 1787133991.771 9 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.771 10 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.771 11 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.771 12 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.771 13 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.771 14 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.771 15 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.771 16 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.771 17 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 18 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 19 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 20 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 21 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 22 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 23 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 24 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 25 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 26 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 27 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 28 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 29 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 30 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 31 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 32 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 33 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 34 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 35 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 36 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 37 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 38 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 39 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.772 40 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 41 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 42 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 43 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 44 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 45 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 46 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 47 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 48 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 49 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 50 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 51 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 52 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 53 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 54 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 55 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 56 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 57 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 58 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 59 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 60 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 61 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 62 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.773 63 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 64 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 65 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 66 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 67 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 68 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 69 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 70 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 71 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 72 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 73 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 74 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 75 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 76 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
1 1787133991.774 77 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
